id_servicio;servicio;id_diagnostico;diagnostico
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R10;DOLOR ABDOMINAL Y PELVICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R10.0;ABDOMEN AGUDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R10.1;DOLOR ABDOMINAL LOCALIZADO PARTE SUPERIO
42;GUARDIA OBSTETRICA;R10.2;DOLOR PELVICO Y PERINEAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R10.3;DOLOR LOC.EN OT.PARTES INF.DEL ABDOMEN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R10.4;OTR.DOLORES ABDOMINALES Y LOS NO ESPECIF
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R11;NAUSEA Y VOMITO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R12;ACIDEZ
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R13;DISFAGIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R14;FLATULENCIA Y AFECCIONES AFINES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R15;INCONTINENCIA FECAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R16.0;HEPATOMEGALIA NO CLASIF. EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R17;ICTERICIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R18;ASCITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R19;OTRS.SINT.Y SIGNOS DE SIST.DIGEST Y ABDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R19.0;TUMEFACCION MASA O PROMINEN.INTRAAB.PELV
123;GUARDIA EMERGENCIA;R19.4;CAMBIOS EN LOS HABITOS INTESTINALES
42;GUARDIA OBSTETRICA;R19.8;O.SINT.ESP.INVOLUC.SIST.DIGEST.Y ABDOMEN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R20.1;HIPOESTESIA DE LA PIEL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R20.2;PARESTESIA DE LA PIEL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R21;SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R22;TUMEFA.,MASA,PROMINEN.DE PIEL Y TEJ.SUBC
135;GUARDIA PEDIATRIA;R22.0;TUMEFACCION MASA-PROMINENCIA LOC.CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R22.1;TUMEFACCION MASA-PROMINENCIA LOC. CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R22.2;TUMEFACCION MASA-PROMINENCIA LOC.TRONCO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R22.3;TUMEFACCION MASA-PROM.LOC. MIEMBRO SUPER
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R22.4;TUMEFAC.MASA-PROMIN.LOC.MIEMB.INFERIOR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R22.7;TUMEFAC.MASA-PROMIN.SITIOS MULTIPLES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R22.9;TUMEFAC.MASA-PROMIN.LOC.PARTE NO ESPECIF
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R23;OTROS CAMBIOS EN LA PIEL
135;GUARDIA PEDIATRIA;R23.0;CIANOSIS
123;GUARDIA EMERGENCIA;R23.1;PALIDEZ
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R23.2;RUBOR
135;GUARDIA PEDIATRIA;R23.3;EQUIMOSIS ESPONTANEA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R23.8;OTROS CAMBIOS DE PIEL Y LOS NO ESPECIF
135;GUARDIA PEDIATRIA;R25;MOVIMIENTOS INVOLUNTARIOS ANORMALES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R25.1;TEMBLOR NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R25.2;CALAMBRES Y ESPASMOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R25.3;FASCICULACION
135;GUARDIA PEDIATRIA;R26;INESTABILIDAD EN LA MARCHA
135;GUARDIA PEDIATRIA;R26.2;DIFICULTAD PARA CAMINAR NO CLAS. EN O.PA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R26.8;OTR.ANORM.DE MARCHA Y MOVILID.Y NO ESPEC
123;GUARDIA EMERGENCIA;R27.0;ATAXIA- NO ESPECIFICADA
935;GUARDIA AMBULATORIA MOVILES;R29;OTRS.SINT.Y SIGNOS DE SIST.NERV. Y OSTEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R29.8;OTR.SINT.Y SIG.INVOLUC.SIST.NERV.OSTEMUS
135;GUARDIA PEDIATRIA;R30;SINTOMAS URINARIOS BAJOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R30.0;DISURIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R30.1;TENESMO VESICAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R30.9;MICCION DOLOROSA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R31;HEMATURIA
42;GUARDIA OBSTETRICA;R32;INCONTINENCIA URINARIA, NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R33;RETENCION DE ORINA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R34;ANURIA Y OLIGURIA
935;GUARDIA AMBULATORIA MOVILES;R35;POLIURIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R39;OTROS SINTOMAS Y SIGNOS DEL SIST.URINAR.
42;GUARDIA OBSTETRICA;R39.8;OTR.SINT.SIG.INVOLUC.SIST.URINARIO N.ESP
935;GUARDIA AMBULATORIA MOVILES;R40;SOMNOLENCIA, ESTUPOR Y COMA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R40.0;SOMNOLENCIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R40.2;COMA, NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R41;OTRS.SINTO.Y SIGNOS CONCIEN.Y FUNC.COGNO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R41.0;DESORIENTACION NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R42;MAREOS Y VERTIGO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R44.1;ALUCINACIONES VISUALES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R44.3;ALUCINACIONES NO ESPECIFICADAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45;REACCION VIVENCIAL ANOMALA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45.0;NERVIOSISMO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45.1;INQUIETUD Y AGITACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45.2;INFELICIDAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45.4;IRRITABILIDAD Y ENOJO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45.6;VIOLENCIA FISICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45.7;TENSION Y ESTADO CHOQUE EMOCIONAL N.ESPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R45.8;OTR.SINTO.SIGNOS Q'INVOLUC.EST.EMOCIONAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R46.2;CONDUCTA EXTRAÒA E INEXPLICABLE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R47.0;DISFASIA Y AFASIA
123;GUARDIA EMERGENCIA;R47.1;DISARTRIA Y ANARTRIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R49.0;DISFONIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R49.1;AFONIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R50;FIEBRE
123;GUARDIA EMERGENCIA;R50.0;FIEBRE CON ESCALOFRIO
123;GUARDIA EMERGENCIA;R50.1;FIEBRE PERSISTENTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R50.9;FIEBRE NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R51;CEFALEA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R52;MIALGIAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R52.0;DOLOR AGUDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R52.1;DOLOR CRONICO INTRATABLE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R52.2;OTRO DOLOR CRONICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R52.9;DOLOR NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R53;MALESTAR Y FATIGA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R55;PERDIDA DE CONOCIMIENTO-SINCOPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R56;CONVULSIONES -NO CLASIFICADAS EN OTRA P.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R56.0;CONVULSIONES FEBRILES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R56.8;OTRAS CONVULSIONES Y LAS NO CLASIFICADAS
935;GUARDIA AMBULATORIA MOVILES;R57.2;CHOQUE SEPTICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R58;HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE
135;GUARDIA PEDIATRIA;R59;ADENOMEGALIA
135;GUARDIA PEDIATRIA;R59.0;ADENOMEGALIA LOCALIZADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R59.9;ADENOMEGALIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R60;EDEMAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R60.0;EDEMA LOCALIZADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R60.9;EDEMA NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R61;SUDORACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R62;FALTA DEL DESARR.FISIOLOGICO NORM.ESPERA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R63;SINT.Y SIGN.CONCERN.A ALIM.E INGEST.LIQU
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R63.0;ANOREXIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R63.1;POLIDIPSIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R63.6;INGESTA INSUF.DE ALIMEN.Y AGUA X NEGLIG.
132;GUARDIA NEONATOLOGICA;R63.8;O.SINT.SIG.CONCERN.ALIMENT.E INGEST.LIQ.
123;GUARDIA EMERGENCIA;R64;CAQUEXIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R65;SME DE RESPUESTA INFLAMATORIA SISTEMICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R65.2;SME RTA INFLAM.SIST.ORI.NO INF.S/INS.ORG
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R68;OTROS SINTOMAS Y SIGNOS GENERALES
135;GUARDIA PEDIATRIA;R68.1;SINTOMAS NO ESPEC.PROPIOS DE LA INFANCIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R68.2;BOCA SECA, NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R68.8;OTROS SINTOMAS Y SIGNOS GENERALES ESPE.
935;GUARDIA AMBULATORIA MOVILES;R69;CAUSAS DE MORBILIDAD DESCONOC. Y NO ESP.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R70.1;VISCOSIDDA PLASMATICA ANORMAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R73;NIVEL ELEVADO DE GLUCOSA EN LA SANGRE.
935;GUARDIA AMBULATORIA MOVILES;R73.9;HIPERGLICEMIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R74.9;NIVEL ANORMAL ENZIMAS EN SUERO NO ESPECI
123;GUARDIA EMERGENCIA;R82;OTROS HALLAZGOS ANORMALES EN LA ORINA
123;GUARDIA EMERGENCIA;R82.9;OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R86;HALLAZ.ANORM.EN MUEST.ORG.GENITALES MASC
123;GUARDIA EMERGENCIA;R93.0;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA- NCOP
42;GUARDIA OBSTETRICA;R94;RESULT.ANORMALES DE ESTUDIOS FUNCIONALES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R94.8;RESULT.ANORM.EST.FUNC.OTROS ORG.Y SIST.
123;GUARDIA EMERGENCIA;R96;OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA
123;GUARDIA EMERGENCIA;R98;MUERTE SIN ASISTENCIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R99;OTRS.CAUS.MAL DEFIN.Y LAS NO ESP.DE MORT
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;RX;CONTROL DE SIGNOS VITALES
935;GUARDIA AMBULATORIA MOVILES;RX1;INGRESA OBITO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;RX2;NO RESPONDE AL LLAMADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S00;TRAUMATISMO SUPERFICIAL DE LA CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S00.0;TRAUMATISMO SUPERF.DEL CUERO CABELLUDO
135;GUARDIA PEDIATRIA;S00.1;CONTUSION DE PARPADOS Y REG.PERIOCULAR
135;GUARDIA PEDIATRIA;S00.2;OTR.TRAUMAT.SUPERF.PARPADO Y REG.PERIOCU
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S00.3;TRAUMATISMO SUPERFICIAL DE LA NARIZ
135;GUARDIA PEDIATRIA;S00.4;TRAUMATISMO SUPERFICIAL DEL OIDO
135;GUARDIA PEDIATRIA;S00.5;TRAUMATISMO SUPERF.LABIO Y CAVID.BUCAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S00.7;TRAUMATISMOS SUPERF.MULTIPLES DE CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S00.8;TRAUMATISMO SUPERF.OTRAS PARTES CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S00.9;TRAUMATISMO SUPERF.CABEZA PARTE NO ESPEC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01;HERIDA DE LA CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01.0;HERIDA DEL CUERO CABELLUDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01.1;HERIDA DEL PARPADO Y REGION PERIOCULAR
135;GUARDIA PEDIATRIA;S01.2;HERIDA DE LA NARIZ
135;GUARDIA PEDIATRIA;S01.3;HERIDA DEL OIDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01.4;HERIDA DE MEJILLA Y REG.TEMPOROMANDIBULA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01.5;HERIDA DEL LABIO Y CAVIDAD BUCAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01.7;HERIDAS MULTIPLES DE LA CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01.8;HERIDA DE OTRAS PARTES DE LA CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S01.9;HERIDA DE LA CABEZA PARTE NO ESPECIFICAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S02;FRACTURA DE HUESOS DEL CRANEO Y LA CARA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S02.0;FRACTURA DE LA BOVEDA DEL CRANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S02.2;FRACTURA DE LOS HUESOS DE LA NARIZ
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S02.3;FRACTURA DEL SUELO DE LA ORBITA
123;GUARDIA EMERGENCIA;S02.5;FRACTURA DE LOS DIENTES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S02.6;FRACTURA DEL MAXILAR INFERIOR
135;GUARDIA PEDIATRIA;S02.8;FRACTURA DE OTROS HUESOS CRANEO Y CARA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S02.9;FRACTURA CRANEO-HUESOS DE CARA NO ESPECI
123;GUARDIA EMERGENCIA;S03.0;LUXACION DEL MAXILAR
123;GUARDIA EMERGENCIA;S03.4;ESGUINCES Y TORCEDURA DEL MAXILAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S03.5;ESGUIN.DESGAR.ART.LIGAM.O.PART.Y NO ESPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S05;TRAUMATISMO DEL OJO Y DE LA ORBITA
123;GUARDIA EMERGENCIA;S05.0;TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRA—O
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S05.1;CONTUSION GLOBO OCULAR Y TEJIDO ORBITARI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S05.4;HERIDA PENETRAN.GLOBO OCULAR C/CUERP.EXT
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S05.5;HERIDA PENETRAN.GLOBO OCULAR S/CUER.EXTR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S05.6;HERIDA PENETRA.GLOBO OCULAR S/CUERP.EXTR
135;GUARDIA PEDIATRIA;S05.8;OTROS TRAUMATISMOS OJO Y ORBITA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S05.9;TRAUMATISMO OJO Y ORBITA NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S06;TRAUMATISMO INTRACRANEAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S06.1;EDEMA CEREBRAL TRAUMATICO
135;GUARDIA PEDIATRIA;S06.2;TRAUMATISMO CEREBRAL DIFUSO
835;GUARDIA COVID19;S06.3;TRAUMATISMO CEREBRAL FOCAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S06.7;TRAUMATISMO INTRACRANEAL C/COMA PROLONGA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S06.9;TRAUMATISMO INTRACRANEAL NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S07.0;TRAUMATISMO X APLASTAMIENTO DE CARA
123;GUARDIA EMERGENCIA;S07.1;TRAUMATISMO POR APLASTAMIENTO DEL CRANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S08.9;AMPUT.TRAUMAT.PARTE NO ESP.DE LA CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S09;OTROS TRAUMAT.Y LOS NO ESPEC.DE LA CABEZ
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S09.0;TRAUMAT.VASOS SANG.DE LA CABEZA NO CLASI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S09.7;TRAUMATISMOS MULTIPLES DE LA CABEZA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S09.8;OTROS TRAUMAT.DE LA CABEZA ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S09.9;TRAUMATISMO DE LA CABEZA NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S10;TRAUMATISMO SUPERFICIAL DEL CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S10.7;TRAUMATISMO SUPERF.MULTIPLE DEL CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S10.8;TRAUMA.SUPERF.OTRAS PARTES DEL CUELLO
123;GUARDIA EMERGENCIA;S10.9;TRAUMATISMO SUPERFICIAL DEL CUELLO- PARTE NO ESPECIFICADA
123;GUARDIA EMERGENCIA;S11;HERIDA DEL CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S11.8;HERIDAS DE OTRAS PARTES DEL CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S11.9;HERIDA DE CUELLO PARTE NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S12.2;FRACTURA OTRAS VERT.CERVICALES ESPECIFIC
935;GUARDIA AMBULATORIA MOVILES;S13.4;ESGUINCES Y TORCEDURAS COLUMNA CERVICAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S14;TRAUMAT.DE MED.ESP.Y NERVIOS A NIV.CUELL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S14.4;TRAUMAT.NERVIOS PERIFERICOS DEL CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S19;OTROS TRAUMATISMOS Y LOS NO ESP.DE CUELL
135;GUARDIA PEDIATRIA;S19.8;OTROS TRAUMATISMOS CUELLO ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S19.9;TRAUMATISMO CUELLO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S20;TRAUMATISMO SUPERFICIAL DEL TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S20.1;O.TRAUMAT.SUPERF.Y NO ESP. DE LA MAMA
135;GUARDIA PEDIATRIA;S20.2;CONTUSION DEL TORAX
123;GUARDIA EMERGENCIA;S20.3;OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX
123;GUARDIA EMERGENCIA;S20.4;OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S20.7;TRAUMATISMOS SUPERFIC.MULTI. DEL TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S20.8;TRAUM.SUPERF.OTRA.PART.Y NO ESP.TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S21;HERIDA DEL TORAX
123;GUARDIA EMERGENCIA;S21.1;HERIDA DE LA PARED ANTERIOR DEL TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S21.2;HERIDA PARED POSTERIOR DEL TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S21.7;HERIDA MULTIPLE DE PARED TORACICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S21.8;HERIDA DE OTRAS PARTES DEL TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S21.9;HERIDA DEL TORAX PARTE NO ESPECIFICADA
135;GUARDIA PEDIATRIA;S22;FRACTURA DE COSTILLA,ESTERNON,COL.TORACI
935;GUARDIA AMBULATORIA MOVILES;S22.0;FRACTURA DE VERTEBRA TORACICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S22.3;FRACTURA DE COSTILLA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S22.8;FRACTURA OTRAS PARTES DE TORAX OSEO
123;GUARDIA EMERGENCIA;S23.4;ESGUINCES Y TORCEDURAS DE COSTILLAS Y ESTERNON
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S24.2;TRAUMATISMO RAICES NERV.COLUMNA TORACICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S24.6;TRAUMATISMO NERVIO NO ESPECIF. DEL TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S27;TRAUMAT.DE OTROS ORGANOS INTRATORACICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S27.1;HEMOTORAX TRAUMATICO
935;GUARDIA AMBULATORIA MOVILES;S27.7;TRAUMATISMOS MULT.ORGANOS INTRATORACICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S29;OTROS TRAUMATISMOS Y LOS NO ESP.DE TORAX
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S29.0;TRAUMAT.TENDON Y MUSCULOS A NIVEL TORAX
123;GUARDIA EMERGENCIA;S29.7;TRAUMATISMOS MULTIPLES DEL TORAX
123;GUARDIA EMERGENCIA;S29.8;OTROS TRAUMATISMOS DEL TORAX- ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S29.9;TRAUMATISMO DEL TORAX NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S30;TRAUMAT.SUPERF.ABDOMEN,PELVIS,REGI.LUMBO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S30.0;CONTUSION REGION LUMBOSACRA Y PELVIS
123;GUARDIA EMERGENCIA;S30.1;CONTUSION DE LA PARED ABDOMINAL
135;GUARDIA PEDIATRIA;S30.2;CONTUSION ORGANOS GENITALES EXTERNOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S30.8;O.TRAUM.SUP.ABDO.REG.LUMBOSACRA Y PELVIS
135;GUARDIA PEDIATRIA;S31;HERIDA DEL ABDOMEN,REGION LUMBOSA,PELVIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S31.0;HERIDA REGION LUMBOSACRA Y PELVIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S31.1;HERIDA DE PARED ABDOMINAL
135;GUARDIA PEDIATRIA;S31.2;HERIDA DEL PENE
135;GUARDIA PEDIATRIA;S31.3;HERIDA ESCROTO Y TESTICULOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S31.4;HERIDA VAGINA Y VULVA
135;GUARDIA PEDIATRIA;S31.5;HERIDA OT.ORG.GENIT.EXT.Y DE LOS NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S31.7;HERIDAS MULT.ABDOM.REG.LUMBOSAC.Y PELVIS
935;GUARDIA AMBULATORIA MOVILES;S31.8;HERIDAS OTRAS PART.Y NO ESP.DEL ABDOMEN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S32.1;FRACTURA DEL SACRO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S32.2;FRACTURA DEL COCCIX
123;GUARDIA EMERGENCIA;S32.3;FRACTURA DEL HUESO ILIACO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S32.5;FRACTURA DEL PUBIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S33;LUX,ESGU,DESG.DE ART.Y LIG.COL.LUM.PELV
123;GUARDIA EMERGENCIA;S33.5;ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR
123;GUARDIA EMERGENCIA;S33.6;ESGUINCES Y TORCEDURAS DE LA ARTICULACION SACROILIACA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S33.7;ESGUIN.DESG.O.PART.NO ESP.COLUMN.LUM.PEL
123;GUARDIA EMERGENCIA;S34.0;CONCUSION Y EDEMA DE LA MEDULA ESPINAL LUMBAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S34.1;OTRO TRAUMAT.MEDULA ESPINAL LUMBAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S34.2;TRAUMAT.RAIZ NERVIOSA COLUMNA.LUMB.SACRA
123;GUARDIA EMERGENCIA;S34.3;TRAUMATISMO DE LA COLA DE CABALLO
